TCGA	Tissue	ESTIMATE	Protein	CDH11	CDH1	CTNNB1	CD3E	CD8A
TCGA-A2-A0SX	brca	1405.32913	-1.89501821410627	11.4678	12.5447	11.8778	9.9349	9.4613
TCGA-34-5239	lusc	1290.56100	0.956829788682858	12.1956	13.1237	13.3827	9.8326	9.7752
TCGA-ET-A2N0	thca	453.18932	0.803738014651839	7.2876	13.3634	12.8049	8.5808	7.3224
TCGA-CH-5792	prad	154.10752	0.911903394874633	10.5444	13.7786	13.3101	8.3979	7.809
TCGA-D3-A3MR	skcm	2057.28677	-0.23520958	9.098	11.0479	13.0326	11.2453	11.0079
TCGA-D8-A1X5	brca	305.42802	-0.967462298089694	11.7852	13.707	13.0496	6.5868	6.8604
TCGA-AN-A0FK	brca	-487.73377	-0.601933589	10.2106	14.5086	13.2506	6.4239	5.9022
TCGA-75-6212	luad	1540.45714	0.83841919418298	9.9205	13.4001	13.912	8.7101	6.2594
TCGA-D8-A1XS	brca	-110.89142	-0.616585258161118	12.0101	13.2573	13.3468	7.3506	7.0628
TCGA-C8-A26Y	brca	7.27703	-0.415071237839909	8.9391	13.4681	12.2956	7.2893	6.9181
TCGA-44-6779	luad	1886.98192	0.694624844533408	10.7924	13.0873	12.8114	9.8009	9.9315
TCGA-E3-A3E1	thca	-180.65629	0.421760960625486	7.6994	14.2228	13.4526	7.1345	6.9573
TCGA-A6-6137	coad	147.33213	1.14547654799634	8.8648	14.2345	13.373	8.2	5.8976
TCGA-BH-A1EW	brca	389.58599	-0.790880953636005	10.1522	13.5308	13.0002	8.1492	8.6683
TCGA-46-6026	lusc	-691.45397	0.456049160679857	7.9485	13.4973	13.6524	6.443	6.5124
TCGA-BJ-A0ZC	thca	-888.33458	0.465647294410265	5.4558	14.5599	13.5881	5.9088	6.3019
TCGA-43-5668	lusc	1698.36727	0.352617630924067	10.2328	13.119	13.285	9.8808	9.7419
TCGA-HI-7170	prad	-255.64282	0.51503154501931	9.9155	13.3531	13.1883	8.429	7.3367
TCGA-EF-5830	read	-500.91982	2.24544098958494	8.5262	13.6748	13.6598	6.5993	6.3089
TCGA-E8-A44K	thca	5.30560	-1.33043368698729	8.6205	13.3416	13.0987	7.5953	7.2649
TCGA-FS-A1Z3	skcm	-549.58467	0.128706923000001	9.1588	12.9779	14.7301	6.1069	5.3224
TCGA-FD-A3SS	blca	-817.79440	0.360611609	8.5648	13.0219	11.642	4.5014	4.238
TCGA-AC-A3HN	brca	710.32972	-1.530761603	12.1493	9.9007	13.2911	8.4057	8.2696
TCGA-60-2720	lusc	1170.30600	0.494649999879031	9.3992	11.7956	13.2819	8.8451	8.5135
TCGA-E8-A433	thca	210.78619	0.0827177649486202	9.024	13.7267	13.3245	7.5374	6.534
TCGA-AC-A2FE	brca	1530.42605	-1.609246849	11.1213	11.7725	12.913	10.1079	10.092
TCGA-B6-A0WX	brca	302.35011	-0.721022327198127	12.1979	12.8919	13.2995	9.3499	8.2782
TCGA-EB-A24C	skcm	-697.06323	1.220816419	9.3142	13.5937	13.6248	4.0848	2.7448
TCGA-CM-6168	coad	559.12976	-1.1081250236646	11.5	13.5653	13.4601	8.2173	6.7607
TCGA-CV-6938	hnsc	109.47112	-0.799720747104803	10.3558	13.4275	13.5422	6.9886	5.5533
TCGA-CJ-4886	kirc	1295.03715	-0.0802252904668878	9.8885	10.5801	13.35	9.5461	9.7335
TCGA-A1-A0SQ	brca	-309.06165	0.388920956	9.5141	14.9174	12.9059	6.2333	6.0433
TCGA-69-7764	luad	330.90620	0.783565171183769	10.1195	13.3885	13.4742	9.1327	8.6253
TCGA-AK-3451	kirc	1255.78694	-0.152844907713903	8.0015	10.3559	11.7578	8.853	10.1598
TCGA-A2-A25F	brca	2970.63247	0.805318339398895	12.1162	11.4394	13.1739	11.3765	10.8182
TCGA-EM-A3FL	thca	-855.47966	-0.287330800222356	5.349	13.8853	12.6434	6.7645	6.4924
TCGA-EL-A3GP	thca	1103.39761	0.973070123145761	12.1006	11.5408	13.3963	7.7056	6.2595
TCGA-ET-A3DW	thca	-8.40808	0.329812397806005	8.2357	14.1111	13.6999	7.8201	7.4771
TCGA-A2-A0T0	brca	-42.49449	-0.130613026356197	10.5982	12.8487	13.9099	7.59	6.2671
TCGA-86-6562	luad	577.69220	0.939671018682567	11.3296	13.4379	13.9209	7.6035	6.1432
TCGA-EW-A1OX	brca	-1559.27887	0.428221511415709	9.7173	15.2314	12.9194	1.8296	4.4502
TCGA-A2-A0CV	brca	391.59448	0.223435455846862	11.3736	12.8611	13.8674	8.4488	8.9686
TCGA-D8-A1XY	brca	-258.96733	-0.370778648529623	12.383	13.3144	12.9798	5.1711	5.3098
TCGA-GN-A267	skcm	380.58178	-1.607579889	7.8672	7.8595	12.8962	9.4429	9.7214
TCGA-G4-6306	coad	-346.10865	0.667461021892853	6.3186	14.5561	13.5321	7.4439	7.6601
TCGA-60-2719	lusc	152.46877	0.95754691538076	8.9229	13.3346	13.1143	7.3267	7.6103
TCGA-DA-A1I8	skcm	98.64661	-1.146859577	7.2877	4.7592	13.4955	4.4464	4.6021
TCGA-CV-7411	hnsc	35.46649	0.547954532288328	9.6489	14.408	13.1161	7.5911	7.0059
TCGA-CJ-4888	kirc	2683.51456	-0.138612569974257	9.7942	10.2318	12.355	11.2303	11.93
TCGA-CZ-4859	kirc	63.88845	-0.160987174477666	9.6677	12.0655	12.8337	7.097	7.15
TCGA-CV-6960	hnsc	-505.09657	0.14099546560928	11.1884	13.618	13.1045	5.4682	2.5571
TCGA-CV-7103	hnsc	-467.38914	0.744576140633352	12.2951	14.4561	13.1661	7.3676	4.0701
TCGA-G9-6384	prad	-1024.39841	0.706935867412808	9.1839	13.5328	13.1429	7.3515	6.9626
TCGA-KS-A4IB	thca	-609.14313	0.250997079016098	5.9248	13.564	13.2422	4.8506	4.6587
TCGA-DB-5281	lgg	-936.72638	0.197919014768521	10.6508	4.6863	12.8144	3.4616	4.4344
TCGA-BP-5177	kirc	467.49432	0.0874719520407876	11.3467	8.7999	12.7509	8.8889	8.5783
TCGA-HC-7233	prad	95.11418	0.0454788758394757	10.5835	13.76	13.2564	8.4099	8.22
TCGA-C8-A26W	brca	489.48257	-0.453193678692049	11.1773	13.0643	12.4424	8.9177	9.2017
TCGA-CJ-4870	kirc	617.68540	-0.0210577097044466	7.46	9.6488	13.0486	7.6068	5.7177
TCGA-CQ-5329	hnsc	845.41604	-0.808022266988987	10.9704	12.4886	13.9817	8.1248	8.3207
TCGA-86-6851	luad	2246.51743	0.559026864970654	10.4041	12.8619	12.9972	10.3387	9.8722
TCGA-DJ-A1QN	thca	-113.83223	1.34270345063915	8.9557	13.5984	14.4172	7.0711	6.6741
TCGA-DC-5869	read	-488.73082	1.77420630531061	10.0974	13.3249	14.2452	7.1774	5.3589
TCGA-86-7713	luad	-568.25675	1.37005009830248	9.2973	13.0062	13.2559	6.5992	5.5525
TCGA-A6-5659	coad	-638.71015	2.03111984500671	9.7555	14.5379	14.0109	5.922	4.6353
TCGA-E1-5318	lgg	-911.27877	0.21725091520137	11.0714	3.6184	13.2021	1.3243	1.3243
TCGA-A3-3349	kirc	882.56254	0.231942073439016	10.3366	8.4196	13.6505	7.9808	8.483
TCGA-AO-A1KR	brca	-109.50544	-0.123649365069473	7.7708	11.9496	11.9406	8.5581	8.1151
TCGA-BP-5007	kirc	929.56175	0.429957986529154	9.5996	11.7328	12.5988	9.2226	9.5516
TCGA-EJ-5542	prad	-908.29642	0.442802661403778	10.0835	14.3752	13.4552	6.9876	6.0301
TCGA-BH-A0B5	brca	211.85504	-1.39889459159675	11.8667	12.3676	13.7893	8.099	7.5453
TCGA-DK-A1AD	blca	-194.29183	-0.6489408265	9.772	14.1215	13.4993	7.2365	7.0496
TCGA-B6-A0RO	brca	-685.74254	-0.501974427	10.1971	14.9574	13.3477	5.3067	5.9956
TCGA-B0-5081	kirc	2566.31501	0.242335623519133	10.78	11.0328	12.4665	11.3309	10.7095
TCGA-EE-A29N	skcm	1420.32509	-0.281810393	9.5822	13.1759	14.758	9.9471	8.9763
TCGA-66-2794	lusc	1468.99907	1.23694723380653	8.7071	13.7883	13.1997	10.0337	10.8989
TCGA-ER-A2ND	skcm	-2.87504	0.5133594175	6.5508	11.3606	12.1034	7.3882	7.3733
TCGA-A2-A04W	brca	-192.61221	-0.816436838	12.4991	13.9749	12.8663	6.8388	6.0643
TCGA-C8-A3M8	brca	-709.32249	-0.0957224329999999	10.6065	14.55	12.4613	6.2108	6.1361
TCGA-BA-6872	hnsc	79.01707	-0.141693119893562	10.3445	12.9369	12.5363	7.2254	6.2113
TCGA-EL-A3H7	thca	666.20242	0.385510138381972	7.8903	14.3581	13.6223	8.7617	9.2269
TCGA-64-5778	luad	1864.51703	0.386000120502412	9.1075	12.9663	13.2712	10.4715	10.7756
TCGA-FJ-A3ZF	blca	-1409.48200	0.126234818	7.2312	13.1032	12.2659	4.3882	4.4493
TCGA-CW-6090	kirc	-1294.00022	-0.088793699061984	8.2031	12.3457	12.9746	5.0124	4.4963
TCGA-DY-A1DC	read	-334.69494	0.498218963845133	9.8075	13.8303	13.166	7.3345	5.9048
TCGA-BH-A1FG	brca	15.67220	-0.677270387	8.9039	12.7483	13.3195	8.2769	8.101
TCGA-EJ-5510	prad	-521.42477	1.18242137922072	8.6686	14.3931	13.5926	8.171	7.6197
TCGA-G4-6295	coad	346.35204	2.63646948378773	8.6332	13.5063	13.9737	8.649	8.8076
TCGA-26-5132	gbm	-53.52808	0.56489496453715	11.1379	4.1259	12.7416	5.8368	5.6957
TCGA-FS-A1Z0	skcm	1167.19343	-0.783317327	8.4539	7.7915	14.8871	9.0483	9.8954
TCGA-BP-4974	kirc	501.17629	-0.0287371377506433	9.6021	9.5077	13.8141	8.5679	7.9246
TCGA-DU-6395	lgg	-513.83142	1.53459438156719	9.8216	9.2794	12.8724	3.9051	3.3345
TCGA-66-2781	lusc	235.55288	-1.46465876317347	10.2354	13.3403	13.1985	7.014	7.643
TCGA-75-7031	luad	883.23457	-0.173912708790695	8.7555	12.608	12.8533	9.1324	9.3213
TCGA-66-2777	lusc	1055.06018	1.65107430450079	10.3191	13.4199	13.5411	8.0016	7.3835
TCGA-EJ-7788	prad	-801.33127	1.13781376363568	10.0376	14.2613	13.3974	6.9464	6.4001
TCGA-BA-5153	hnsc	1102.21330	0.875930348027381	8.526	12.3683	13.4161	10.0397	10.0563
TCGA-CQ-6227	hnsc	136.53352	0.399029732313585	10.8636	13.5513	12.7011	7.6653	6.1984
TCGA-EJ-7793	prad	-373.18434	-0.106225109614933	9.0476	13.5378	13.1644	7.2792	7.357
TCGA-AZ-6607	coad	507.03454	0.524135962150428	11.964	12.3701	13.2801	7.9925	7.9301
TCGA-E9-A247	brca	-894.53352	0.560430501144168	10.3373	12.6397	12.6365	5.7765	7.5215
TCGA-A6-6650	coad	-707.60459	1.55540037214913	8.5515	13.5909	13.1943	6.1392	4.1449
TCGA-EJ-5524	prad	-332.36764	0.586214965807117	10.381	14.0822	13.2961	7.9594	7.5717
TCGA-A2-A0EU	brca	-551.42045	-0.961657501790883	10.811	14.4906	12.8973	6.4855	6.6429
TCGA-AR-A24V	brca	401.26598	-1.19132510277826	12.8437	13.2274	13.4853	6.4907	6.7122
TCGA-F4-6806	coad	-202.64529	1.18565075792676	9.6821	13.6181	13.2144	7.5224	6.1965
TCGA-DK-A1A6	blca	457.55131	-0.2928979005	8.2416	13.8934	13.4543	8.5922	8.9299
TCGA-A6-5664	coad	500.04409	1.92756927717504	10.0206	13.6346	13.6012	8.235	6.7604
TCGA-A8-A09A	brca	-4.34297	-0.556986829	12.0911	14.7935	13.1178	8.3034	8.2571
TCGA-BH-A208	brca	186.43173	0	14.3489	12.71	13.582	7.7124	7.1909
TCGA-G4-6314	coad	-347.42668	-2.65164207798624	10.8498	13.6055	13.7289	7.488	5.6817
TCGA-HT-8106	lgg	2236.60098	-0.515497956944337	12.0095	7.2338	13.1548	9.8044	9.2226
TCGA-E9-A22G	brca	-509.01824	-0.4250163145	8.7128	12.1676	13.8363	7.3155	5.8243
TCGA-HW-7495	lgg	-1426.76819	0.645028410050371	9.8923	6.185	12.6976	0.4685	4.6318
TCGA-78-7535	luad	1204.41914	0.580946483297062	9.1146	12.6345	12.3461	7.3429	6.4312
TCGA-22-4591	lusc	-305.46363	0.498202635774526	8.6717	13.2037	13.1823	7.361	7.1499
TCGA-D3-A2JO	skcm	1969.29140	-1.703355227	8.4848	10.5376	14.3565	10.3281	10.6272
TCGA-86-7701	luad	1485.09824	-0.11187043860936	11.3346	13.0925	13.1379	10.1656	9.3304
TCGA-A2-A0CM	brca	1127.65585	0.151253692877512	11.1516	13.0997	13.0913	9.572	9.5158
TCGA-ER-A19K	skcm	157.52434	1.149579221	8.1324	14.5594	15.0555	7.5013	7.264
TCGA-D8-A1JI	brca	-443.13909	0.6819687075	9.1491	12.5686	13.8477	5.8314	5.9799
TCGA-A8-A09M	brca	643.86254	-0.780854313642494	10.3629	13.0645	12.318	8.4522	8.2896
TCGA-E3-A3DZ	thca	-1154.66031	0.746079610540247	5.3297	13.7429	13.5334	4.5812	5.7817
TCGA-BP-5009	kirc	1495.38670	0.867751330040886	9.7289	11.1888	12.5555	9.9471	10.3391
TCGA-CV-7414	hnsc	-278.29177	1.61067408965884	10.6119	13.1058	13.3499	7.7125	5.9525
TCGA-05-4427	luad	823.35925	0.929810756130141	10.4714	14.0637	14.872	7.9874	8.2053
TCGA-BT-A20U	blca	-240.78967	-0.0152698019999997	9.9674	12.5815	13.6204	6.6472	6.424
TCGA-EE-A2M8	skcm	2984.46003	-0.517907071	10.6061	13.8757	13.337	11.8894	12.5053
TCGA-CM-5344	coad	-581.44118	2.26551428159475	10.8189	13.5083	12.7798	5.8384	5.1506
TCGA-AO-A03U	brca	1554.34180	0.942334703	11.7679	13.3804	14.8568	8.6727	7.3758
TCGA-78-7536	luad	653.59314	0.101487147608923	8.6629	12.3232	12.8422	8.0738	7.8977
TCGA-BH-A1EU	brca	-238.59582	0.47741485660748	11.5792	12.6203	13.6078	9.2445	8.848
TCGA-D8-A1Y0	brca	755.73978	-0.748901666629472	11.7528	13.1892	13.7485	8.8027	8.774
TCGA-FG-A4MU	lgg	387.21077	0.125515500807283	11.1538	7.7623	12.6846	5.0284	3.3854
TCGA-27-1834	gbm	677.93921	0.774076594922801	10.3695	7.8718	13.8976	6.2753	7.3614
TCGA-EJ-5499	prad	-467.49975	0.718889274490762	9.2656	14.1331	13.3806	8.0789	7.3324
TCGA-B0-4827	kirc	1485.43276	0.121014627267278	10.764	10.7427	12.8893	9.5918	9.7422
TCGA-66-2758	lusc	1214.37837	0.735358001117834	9.1763	13.6547	13.9242	9.5039	10.2454
TCGA-50-5936	luad	577.58139	0.777070023822279	11.3534	12.0974	13.0958	8.5473	8.583
TCGA-AN-A0AS	brca	217.80812	-0.472910398	12.3157	13.1208	13.4981	6.0614	6.1826
TCGA-AY-6197	coad	-179.02980	1.83479950357636	8.2727	13.8268	13.4128	7.0822	6.2522
TCGA-A8-A07E	brca	275.72244	-2.068164508	12.0526	13.0074	13.5974	8.5691	8.2541
TCGA-GV-A40G	blca	-1017.16338	0.162911778	5.5271	13.3993	12.3393	3.2479	3.145
TCGA-E9-A229	brca	431.22251	-0.404943411081574	12.8465	14.0555	13.269	7.8505	7.0092
TCGA-55-7910	luad	-32.10874	-0.379979514959972	9.8891	13.4711	13.0455	7.735	5.6724
TCGA-B0-4691	kirc	1393.41246	-0.618504819215189	10.332	10.9031	12.2602	10.2155	10.6041
TCGA-HT-7601	lgg	971.77277	0.473698686108538	10.9525	9.3915	13.0541	5.4681	6.3298
TCGA-CM-5863	coad	-91.69728	0.460776210284939	10.4436	13.7392	13.1465	6.994	6.3791
TCGA-G4-6625	coad	1029.27273	0.17090869222382	9.9724	13.9725	13.4277	9.2181	8.5565
TCGA-HT-7603	lgg	-1405.41506	1.32864554886983	9.1386	7.409	12.9987	1.1999	6.1241
TCGA-P5-A5ET	lgg	-1508.96657	0.809084192864284	9.0157	5.9326	12.6259	1.5735	3.7282
TCGA-CN-4740	hnsc	1405.74689	0.0513195277666861	12.5514	12.9406	13.0032	8.6125	8.4586
TCGA-55-7573	luad	1275.68334	0.968604419486361	10.782	13.2543	13.1393	9.2777	7.9796
TCGA-DC-6681	read	-358.45563	0.817651958178925	10.8388	14.1533	13.5632	7.3843	5.9066
TCGA-HT-7879	lgg	-477.82134	1.46766509460144	9.9171	9.2544	12.5786	1.218	2.9933
TCGA-AA-3520	coad	807.24037	1.36199954690926	8.423	14.6627	13.2935	8.6062	8.4447
TCGA-G2-A2EK	blca	-193.41075	-0.730234716	8.1472	13.9318	12.8357	8.0968	5.425
TCGA-G9-6366	prad	-1186.51334	0.0734603396273117	8.2368	14.2652	12.7497	6.7019	6.7922
TCGA-AC-A3W6	brca	1070.95946	-1.697519179	12.1283	8.3664	13.1123	9.8634	9.1103
TCGA-AF-6655	read	-341.20130	1.51466902447625	11.0257	13.9608	14.2279	6.253	4.563
TCGA-B0-5694	kirc	-92.92703	-0.00326137755452272	9.6045	12.8072	12.9472	7.4778	6.5162
TCGA-BP-4775	kirc	791.63658	-0.165178348971572	9.3887	10.5218	12.5509	8.345	7.9936
TCGA-D8-A27M	brca	1435.31813	0.5966475085	12.0671	12.7062	13.8136	9.206	8.8144
TCGA-BH-A18V	brca	13.93817	0.992212478	9.0146	12.821	12.9995	8.1832	7.3353
TCGA-DK-A3IV	blca	691.44535	-1.250769759	7.4532	13.9279	12.116	9.2778	7.8456
TCGA-DJ-A2Q5	thca	1354.07637	0.699060591806734	9.9761	13.8207	13.9867	9.861	9.0795
TCGA-85-6560	lusc	810.67910	0.568368911076414	10.6396	12.2436	13.0258	8.3713	9.195
TCGA-EJ-5530	prad	-1128.83508	0.424394104941747	8.9612	14.4385	13.1658	6.3525	5.8489
TCGA-26-1442	gbm	-431.68726	1.13032835573626	10.843	7.1872	12.4425	2.3772	3.922
TCGA-E9-A1R3	brca	490.57680	0.150468598975519	12.1351	14.0203	13.5238	7.1753	5.2025
TCGA-A3-3378	kirc	2159.00282	-1.43432428773057	7.666	11.1194	12.1929	9.4545	10.1108
TCGA-HN-A2NL	brca	-43.31422	-1.324536252	9.1423	10.9984	12.6434	8.6738	8.885
TCGA-CV-6433	hnsc	1527.86290	0.305158919567975	5.2291	12.2953	11.9789	10.8122	11.6555
TCGA-ET-A3BW	thca	-827.91551	1.05408462837219	7.8511	14.0686	13.8723	5.2541	5.8986
TCGA-GC-A3BM	blca	-454.08769	0.59819228	10.8095	13.1749	13.1326	8.8503	9.4269
TCGA-F5-6812	read	300.28333	1.03253401412918	10.9183	13.6675	13.3595	8.3853	7.239
TCGA-HW-7487	lgg	-1428.65977	0.020047294879459	9.8921	5.4412	12.6817	1.4887	4.2181
TCGA-C8-A278	brca	1191.57464	-0.630076855380398	11.7973	13.227	12.6473	9.0241	8.2417
TCGA-21-1081	lusc	-478.56738	0.119624441959406	10.7949	12.599	12.6498	6.9762	6.1051
TCGA-AR-A2LK	brca	-52.33663	-2.073725798	11.3346	12.8855	13.6801	6.4417	5.7174
TCGA-G5-6233	read	-360.23831	0.192259736771515	8.5855	13.3324	12.868	6.6507	5.5451
TCGA-D8-A27V	brca	-408.31032	-1.928347523	11.0436	12.5275	13.5288	7.4605	6.9916
TCGA-BP-4169	kirc	1764.34583	-0.833523898259761	10.0345	8.8693	13.1617	9.0343	9.0577
TCGA-BH-A1F6	brca	736.56612	-0.139334460757542	10.4766	12.8823	13.7003	8.0241	8.5719
TCGA-C8-A12U	brca	254.12291	-0.916471777260049	8.4171	14.8534	12.5775	8.7455	9.2578
TCGA-50-6592	luad	1411.88019	-0.561936763668231	10.5772	13.8654	13.7129	9.2236	9.8472
TCGA-E9-A1R4	brca	1148.63334	-1.02066767827789	10.8014	13.0963	12.8008	8.9065	8.06
TCGA-60-2712	lusc	2035.24686	0.128551939089187	11.2962	12.9068	12.7582	10.0681	9.692
TCGA-AO-A0J2	brca	499.05361	0.00528750414744728	10.0103	13.6205	13.1442	8.6609	7.7952
TCGA-EE-A2MN	skcm	1174.57237	-1.5993579885	7.9136	10.4269	13.9619	9.3282	9.9403
TCGA-ET-A2N5	thca	-647.93008	0.219238996620617	6.6425	14.0476	12.8298	6.6941	7.1194
TCGA-BH-A0E9	brca	-93.63936	-0.78112258298973	10.5237	11.7375	13.4787	8.3807	8.1485
TCGA-CJ-6028	kirc	1989.88440	-0.227928372196211	10.7372	10.7732	12.5474	10.319	11.2637
TCGA-EJ-5515	prad	-1097.98998	0.562642916548202	8.909	14.0974	13.2861	6.4532	7.096
TCGA-CN-5363	hnsc	695.61432	-0.706777405994511	9.5988	12.235	12.611	8.2805	8.545
TCGA-B0-5695	kirc	308.27878	0.180364731494759	7.8021	8.674	13.0839	8.0565	8.2882
TCGA-BF-A1PX	skcm	1849.01907	-0.334093917	9.7078	12.4191	13.2705	10.7628	11.115
TCGA-E7-A3Y1	blca	-610.20463	1.041967307	7.4518	11.7196	12.1808	6.9638	5.7275
TCGA-HT-7691	lgg	228.91670	0.71108582883236	10.3019	3.9249	13.2204	4.1097	4.5542
TCGA-EJ-7125	prad	-324.34163	1.72866672945013	8.5547	13.5623	13.4156	7.0825	6.4852
TCGA-BF-A3DM	skcm	-924.42240	-0.947570518	6.9354	12.4161	13.632	3.7879	4.6452
TCGA-BH-A0B0	brca	736.97376	-0.296679206123384	12.0012	12.7596	13.6562	9.2965	8.4683
TCGA-39-5037	lusc	-991.68164	-0.275597938280732	7.7978	13.2009	13.4444	5.5253	5.5253
TCGA-IM-A3EB	thca	555.01852	-0.00570705386336651	9.436	14.5429	13.5536	8.355	8.836
TCGA-A6-6140	coad	-368.04514	1.54414324587632	8.1115	14.4077	13.8632	7.4524	6.9413
TCGA-CZ-5455	kirc	-1069.72705	0.854738179463279	9.0384	10.9019	12.8462	9.8373	11.1714
TCGA-76-4927	gbm	387.57749	0.336611314037458	11.2918	9.0018	12.9067	4.554	4.7389
TCGA-HT-8012	lgg	-1006.65942	0.248387830983505	9.7779	6.6175	12.8235	2.4263	2.3399
TCGA-FG-8186	lgg	-62.38669	1.02841620630051	9.9204	6.7475	12.4984	4.0744	4.6505
TCGA-AN-A0AJ	brca	776.96903	-0.156105504	10.8754	13.6018	12.7979	9.1589	8.6361
TCGA-A8-A08O	brca	-877.47285	-0.224763704502094	11.8955	13.4099	13.3795	5.51	6.191
TCGA-DO-A1K0	thca	-539.83932	0.495161195290424	7.4763	14.1435	14.1512	5.7143	6.3873
TCGA-B6-A0RH	brca	-271.88063	-0.9914234705	11.6741	12.8459	12.5519	7.0483	7.3756
TCGA-AR-A250	brca	469.79206	0.350759496543803	12.6015	14.9941	13.3727	8.0168	7.4246
TCGA-CZ-4862	kirc	2142.78683	0.454063971369276	9.2884	11.4381	12.9371	10.3573	11.5069
TCGA-ET-A39L	thca	-521.91702	0.863575480184306	4.5075	14.0723	13.9891	6.4036	7.9315
TCGA-44-7670	luad	-288.37838	-0.289084465900519	8.423	13.5212	13.3313	7.2466	7.5309
TCGA-EJ-5507	prad	-559.58800	1.07221513125617	9.4904	14.723	13.6277	7.5261	6.8338
TCGA-75-6211	luad	-73.48986	-0.0415733419105154	10.8916	12.7564	14.0421	8.0371	7.9167
TCGA-DE-A2OL	thca	-1534.79960	1.36840480592344	5.6114	14.5126	13.1218	2.8164	6.8208
TCGA-AO-A12D	brca	1182.18812	-0.6412373615	12.1144	13.8459	13.6333	9.4378	8.6521
TCGA-EJ-A65M	prad	-567.81223	0.52999380544672	8.4546	13.2226	12.6499	7.7017	7.1418
TCGA-91-6836	luad	2347.86237	0.496067632277058	10.2283	11.9427	13.1511	9.369	9.9123
TCGA-21-5786	lusc	-117.95995	-0.194986889866935	10.6381	13.6562	13.0216	7.7284	7.5866
TCGA-FS-A1ZA	skcm	217.05518	-0.727512269	10.7686	5.937	13.2023	7.6595	7.8365
TCGA-DU-A5TP	lgg	931.01840	0.265875908026251	11.5749	5.0272	12.4465	5.3656	5.3219
TCGA-D3-A3ML	skcm	-1278.76634	-0.8837229215	5.5526	3.279	14.6328	4.08	3.7344
TCGA-CZ-5459	kirc	837.13176	-0.0285868861522512	8.9757	11.0759	12.3425	9.062	9.4469
TCGA-CE-A484	thca	-729.67254	0.585383139384081	6.5232	12.9999	12.8764	5.6189	6.3123
TCGA-CV-7101	hnsc	629.24109	0.809663648734726	6.2993	13.7815	13.257	6.441	5.0824
TCGA-DJ-A13M	thca	-780.69189	-0.353848986298396	2.1683	13.7154	13.1392	4.8776	7.1597
TCGA-DA-A3F2	skcm	3222.90314	-1.7029682315	12.3986	5.5602	11.6076	13.1592	12.5493
TCGA-EL-A3CV	thca	1564.95534	0.0130514978518752	10.6099	14.0966	14.0893	9.8559	10.0985
TCGA-DM-A1D8	coad	-784.06591	1.18170992748013	8.6237	13.4133	13.9507	6.4079	7.1437
TCGA-A7-A13F	brca	-273.77880	0.0709620919999998	9.9299	12.3029	13.5233	7.2166	7.1174
TCGA-D8-A145	brca	-62.79609	-0.0127561994048663	11.8289	13.7318	13.3392	7.8342	7.3895
TCGA-EE-A29E	skcm	-513.02505	-1.4124616225	7.2332	6.1239	14.2945	3.1212	2.6169
TCGA-12-3652	gbm	-509.24814	1.11756587816606	9.8067	3.4114	13.0933	5.1051	5.3746
TCGA-E2-A2P5	brca	-299.20649	-1.6689370535	10.9208	8.756	13.0854	7.9511	6.6719
TCGA-CN-4734	hnsc	1186.36619	1.32346162353274	9.3825	14.1815	13.3843	9.2049	9.6368
TCGA-CN-4729	hnsc	169.58711	-1.54795287338228	10.0272	13.3963	12.8634	7.8988	6.1106
TCGA-B0-4818	kirc	1228.65253	-0.251625998050387	9.4555	11.1427	12.5688	9.6179	9.3601
TCGA-AD-6548	coad	433.06250	-0.0648493030522208	10.086	13.908	14.0081	7.7514	7.6582
TCGA-78-7540	luad	401.39618	0.892185265539576	8.5178	14.9885	13.2013	7.2141	6.4995
TCGA-43-6771	lusc	2278.11809	0.887129666281051	10.4456	12.5203	13.9854	9.303	8.1122
TCGA-E2-A15I	brca	359.36575	-0.228910386686096	11.2594	13.2833	13.7166	8.6634	8.6809
TCGA-J9-A52E	prad	-344.72767	-1.58769318812711	11.3848	12.7534	13.2237	7.6394	7.0282
TCGA-CM-4747	coad	-538.31260	-1.12956429835551	9.6015	14.1789	13.5151	6.5885	5.0332
TCGA-BH-A0GY	brca	160.08725	-0.646915264944351	11.2755	14.0888	13.0288	7.6938	7.2653
TCGA-E8-A419	thca	1141.35874	-0.099737113222137	9.7421	14.0779	13.1903	9.2425	8.9842
TCGA-CH-5738	prad	199.12669	0.270465147529459	10.3123	13.48	13.3188	7.3711	6.9308
TCGA-GI-A2C9	brca	9.05997	-0.0427306220000006	9.62	12.6685	13.6681	7.9046	7.577
TCGA-BP-4337	kirc	562.78713	-0.885753110961588	11.0896	8.9687	11.7711	8.7321	7.8374
TCGA-EE-A29W	skcm	-858.51193	-1.2222371605	10.8741	3.4688	13.7116	5.6206	6.285
TCGA-EL-A4KH	thca	22.02339	0.147397829121106	8.3237	13.245	13.6798	6.268	4.7959
TCGA-EL-A3ZH	thca	-802.73949	-1.86361599082836	6.2483	14.445	12.7311	6.2011	7.4531
TCGA-B0-4828	kirc	535.96764	-0.200024509265833	8.9563	10.8448	11.924	9.2682	8.6439
TCGA-06-5413	gbm	588.10651	0.756496795798249	11.1625	7.1556	13.4862	6.0629	6.8255
TCGA-DM-A1DA	coad	-708.76498	0.899410501989331	7.3284	13.0676	12.6674	5.5092	6.4779
TCGA-39-5021	lusc	643.42906	-0.491072906702014	10.8817	13.0242	13.7166	9.1069	8.9484
